DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,RESIDENCE:Residence,SEX:Sex,AGE:Current age,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MEASURE:Unit of measure,UNIT_MULTIPLIER:Unit multiplier,SOURCE_LINK:Citation of or link to the data source,SERIES_FOOTNOTE:Series footnote,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,DATA_SOURCE:Data Source,COVERAGE_TIME:The period of time for which data are provided,FREQ_COLL:Time interval at which the source data are collected,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,OBS_FOOTNOTE:Observation footnote
UNICEF:DM(1.0): Demography,CAN: Canada,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2005,6.375,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAN: Canada,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2006,6.243,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAN: Canada,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2007,6.435,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAN: Canada,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2008,7.189,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAN: Canada,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2009,7.196,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAN: Canada,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2010,6.728,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAN: Canada,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2011,6.689,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAN: Canada,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2012,7.096,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAN: Canada,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2013,6.94,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAN: Canada,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2014,5.542,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAN: Canada,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2015,6.535,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAN: Canada,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2016,8.915,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAN: Canada,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2017,9.933,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAN: Canada,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2018,11.351,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAN: Canada,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2019,10.501,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAN: Canada,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2020,5.165,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAN: Canada,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2021,5.129,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAF: Central African Republic,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,1991,1.514,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAF: Central African Republic,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,1992,3.104,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAF: Central African Republic,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,1993,3.221,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAF: Central African Republic,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,1994,2.982,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAF: Central African Republic,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,1995,-3.957,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAF: Central African Republic,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,1996,0.803,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAF: Central African Republic,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,1997,0.588,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAF: Central African Republic,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,1998,1.262,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAF: Central African Republic,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,1999,1.719,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAF: Central African Republic,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2000,2.152,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAF: Central African Republic,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2001,-8.546,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAF: Central African Republic,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2002,1.526,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAF: Central African Republic,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2003,-4.483,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAF: Central African Republic,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2004,-4.004,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAF: Central African Republic,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2005,-3.228,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAF: Central African Republic,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2006,-9.571,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAF: Central African Republic,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2007,-6.916,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAF: Central African Republic,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2008,-6.47,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAF: Central African Republic,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2009,-6.314,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAF: Central African Republic,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2010,-9.223,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAF: Central African Republic,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2011,-18.101,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAF: Central African Republic,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2012,-23.196,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAF: Central African Republic,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2013,-23.187,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAF: Central African Republic,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2014,-35.722,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAF: Central African Republic,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2015,-13.032,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAF: Central African Republic,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2016,-10.698,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAF: Central African Republic,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2017,-11.683,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAF: Central African Republic,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2018,-10.363,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAF: Central African Republic,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2019,-7.065,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAF: Central African Republic,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2020,-4.63,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CAF: Central African Republic,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2021,-15.606,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CHL: Chile,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,1991,-0.163,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CHL: Chile,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,1992,0.001,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CHL: Chile,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,1993,0.085,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CHL: Chile,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,1994,0.136,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CHL: Chile,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,1995,0.173,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CHL: Chile,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,1996,0.204,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CHL: Chile,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,1997,0.239,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CHL: Chile,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,1998,0.283,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CHL: Chile,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,1999,0.329,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CHL: Chile,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2000,0.377,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CHL: Chile,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2001,0.433,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CHL: Chile,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2002,0.499,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CHL: Chile,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2003,0.585,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CHL: Chile,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2004,0.719,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CHL: Chile,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2005,0.887,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CHL: Chile,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2006,1.063,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CHL: Chile,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2007,1.224,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CHL: Chile,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2008,1.352,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CHL: Chile,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2009,1.446,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CHL: Chile,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2010,1.534,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CHL: Chile,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2011,1.639,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CHL: Chile,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2012,1.785,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CHL: Chile,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2013,2.091,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CHL: Chile,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2014,2.985,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CHL: Chile,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2015,3.123,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CHL: Chile,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2016,7.022,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CHL: Chile,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2017,11.759,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CHL: Chile,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2018,12.774,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CHL: Chile,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2019,12.162,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
UNICEF:DM(1.0): Demography,CHL: Chile,"DM_NET_MG_RATE: Net migration rate (per 1,000 population)",_T: Total,_T: Total,_T: Total,2020,5.113,NUMBER: Number,,https://population.un.org/wpp/,Data from 237 countries/areas from WPP2022,,,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",,,,
